College ID,College Name,Branch ID,Branch Name,Seat Type,Category,Category_Group,Status,Is State Level,score_2022,score_2023,score_2024,delta_22_23,delta_23_24,avg_delta,trend_slope,score_3yr_mean,score_3yr_std,Branch Name_enc,Seat Type_enc,Category_enc,Category_Group_enc,Status_enc
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LNT2S,NT2,Government Autonomous,1,85.0225065,91.0376802,89.0036224,6.015173699999991,-2.0340577999999994,1.990557949999996,-8.04923149999999,88.35460303333333,3.0596565598158554,35,2,26,2,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LOBCS,OBC,Government Autonomous,1,92.4845102,93.2464234,94.3331807,0.7619131999999951,1.0867573000000021,0.9243352499999986,0.3248441000000071,93.35470476666667,0.9290798109785624,35,2,30,4,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LOPENS,OPEN,Government Autonomous,1,92.3335702,94.2498036,95.0167998,1.91623340000001,0.7669961999999941,1.341614800000002,-1.149237200000016,93.86672453333334,1.382024764636185,35,2,32,5,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LSCS,SC,Government Autonomous,1,87.7973797,89.5231349,90.0992619,1.725755200000009,0.5761269999999996,1.1509411000000043,-1.1496282000000093,89.1399255,1.1978324168494905,35,2,34,7,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LSTS,ST,Government Autonomous,1,27.3337429,61.6397637,49.7949643,34.3060208,-11.844799400000007,11.230610699999996,-46.150820200000005,46.25615696666667,17.424641568461272,35,2,36,8,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,LVJS,VJ,Government Autonomous,1,75.3508645,82.4443082,82.4751693,7.093443699999995,0.030861100000009856,3.562152400000002,-7.062582599999985,80.090114,4.104339468088743,35,2,38,10,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,PWDOPENS,OPEN,Government Autonomous,1,29.3528763,20.1485207,40.1585977,-9.2043556,20.010077000000003,5.4028607000000015,29.214432600000002,29.8866649,10.015712310594775,35,2,43,5,2
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,State Level,TFWS,TFWS,Government Autonomous,1,93.7141189,94.2498036,95.1705464,0.5356847000000045,0.9207427999999993,0.7282137500000019,0.38505809999999485,94.3781563,0.7366485440065924,35,2,45,9,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,EWS,EWS,Government Autonomous,1,70.9370842,77.9969992,80.7858869,7.059915000000004,2.7888876999999894,4.924401349999997,-4.271027300000014,76.57332343333333,5.07640307425713,41,2,5,0,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,GNT2S,NT2,Government Autonomous,1,54.1664697,71.2687819,83.7440631,17.102312199999993,12.475281200000012,14.788796700000002,-4.627030999999981,69.72643823333333,14.848994101403335,41,2,9,2,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,GOBCS,OBC,Government Autonomous,1,70.7220669,73.3779089,82.8860671,2.6558419999999927,9.508158200000011,6.082000100000002,6.852316200000018,75.6620143,6.395590537638563,41,2,13,4,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,GOPENS,OPEN,Government Autonomous,1,72.5765063,77.9969992,87.0844527,5.420492899999999,9.087453499999995,7.253973199999997,3.666960599999996,79.2193194,7.330803311357783,41,2,16,5,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,GSCS,SC,Government Autonomous,1,61.4673542,68.3823818,78.956117,6.915027600000002,10.573735200000002,8.744381400000002,3.6587075999999996,69.601951,8.807934936400102,41,2,18,7,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,GSTS,ST,Government Autonomous,1,16.5730741,37.6936381,57.2163252,21.120564,19.5226871,20.32162555,-1.5978769000000028,37.16101246666667,20.326859879070735,41,2,20,8,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,LOBCS,OBC,Government Autonomous,1,72.8974176,73.4246062,82.1493863,0.5271886000000023,8.724780100000004,4.625984350000003,8.197591500000001,76.15713670000001,5.196130618692879,41,2,30,4,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,LOPENS,OPEN,Government Autonomous,1,74.2012741,78.8754662,83.639399,4.674192099999999,4.763932799999992,4.719062449999996,0.08974069999999301,78.90537976666667,4.7191335563960255,41,2,32,5,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,LSCS,SC,Government Autonomous,1,62.3799839,66.4309764,85.7455441,4.050992500000007,19.314567699999998,11.682780100000002,15.263575199999991,71.5188348,12.486075371740872,41,2,34,7,2
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,State Level,TFWS,TFWS,Government Autonomous,1,83.3246679,85.1537884,82.1493863,1.829120500000002,-3.004402099999993,-0.5876407999999955,-4.833522599999995,83.5426142,1.5140123635175047,41,2,45,9,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,EWS,EWS,Government Autonomous,1,72.6414198,82.251586,47.9842799,9.610166200000009,-34.267306100000006,-12.328569949999999,-43.877472300000015,67.6257619,17.675680608258023,45,2,5,0,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GNT1S,NT1,Government Autonomous,1,73.2440997,79.8081214,44.8929536,6.564021699999998,-34.915167800000006,-14.175573050000004,-41.479189500000004,65.9817249,18.55596403928655,45,2,7,1,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GNT2S,NT2,Government Autonomous,1,75.8471965,78.4161664,72.8176141,2.568969899999999,-5.598552299999994,-1.5147911999999977,-8.167522199999993,75.69365900000001,2.802432387567717,45,2,9,2,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GNT3S,NT3,Government Autonomous,1,62.3799839,75.1725431,90.6223114,12.7925592,15.449768300000002,14.121163750000001,2.657209100000003,76.05827946666666,14.141982263379523,45,2,11,3,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GOBCS,OBC,Government Autonomous,1,78.2814198,81.8534982,89.8224795,3.5720784000000094,7.968981299999996,5.770529850000003,4.396902899999986,83.31913250000001,5.908475071940594,45,2,13,4,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GOPENS,OPEN,Government Autonomous,1,81.4005843,84.0516274,56.0103934,2.6510430999999954,-28.041234000000003,-12.695095450000004,-30.6922771,73.82086836666667,15.48117473847542,45,2,16,5,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GSCS,SC,Government Autonomous,1,76.4889836,73.1851907,53.7694785,-3.3037928999999906,-19.41571220000001,-11.35975255,-16.111919300000018,67.81455093333334,12.275048131258288,45,2,18,7,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GSTS,ST,Government Autonomous,1,19.499854,33.2472877,27.6622718,13.747433700000002,-5.585015900000002,4.0812089,-19.332449600000004,26.803137833333334,6.913867710152129,45,2,20,8,2
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,State Level,GVJS,VJ,Government Autonomous,1,72.8974176,75.1725431,86.5743889,2.2751255000000015,11.401845800000004,6.838485650000003,9.126720300000002,78.2147832,7.328458542203262,45,2,22,10,2
